No.,大項目,中項目,ページ,単語,品詞,意味,発音,例文,和訳
35,ＮＨ,３年,14-16,express,動詞,…を表現する,[エクスプレス],I want to express my feelings.,私は自分の気持ちを表現したいです。
36,ＮＨ,３年,14-16,influence,動詞,…に影響を及ぼす,[インフルエンス],Parents influence their children.,親は子どもに影響を与えます。
37,ＮＨ,３年,14-16,link,動詞,…を（～と）つなぐ,[リンク],Please click the link below.,下のリンクをクリックしてください。
38,ＮＨ,３年,14-16,entirely,副詞,全く、すっかり,[エンタイアリー],He was entirely wrong.,彼は完全に間違っていました。
39,ＮＨ,３年,14-16,drawn,動詞,draw の過去分詞,[ドローン],The picture was drawn beautifully.,その絵は美しく描かれていました。
40,ＮＨ,３年,14-16,It is said that ….,,…であると言われている。,[イット イズ セッド ザット],It is said that cats have nine lives.,猫には9つの命があると言われています。
41,ＮＨ,３年,14-16,take advantage of,,…を活用する,[テイク アドバンテージ オブ],Take advantage of the opportunity.,チャンスを活用してください。
42,ＮＨ,３年,19-20,message,名詞,伝言、メッセージ,[メッセージ],He sent me a kind message.,彼は私に親切なメッセージを送ってくれました。
43,ＮＨ,３年,19-20,essay,名詞,随筆、作文,[エッセイ],I wrote an essay about nature.,私は自然についてのエッセイを書きました。
44,ＮＨ,３年,19-20,designer,名詞,デザイナー、設計者,[デザイナー],The designer made a new dress.,そのデザイナーは新しいドレスを作りました。
45,ＮＨ,３年,19-20,interview,名詞,…にインタビューする,[インタビュー],I had an interview today.,今日は面接がありました。
46,ＮＨ,３年,19-20,sleep,動詞,眠る、寝ている,[スリープ],You need enough sleep.,十分な睡眠が必要です。
47,ＮＨ,３年,19-20,ethical,形容詞,道義にかなった,[エシカル],Buying fair-trade goods is ethical.,フェアトレード商品を買うのは倫理的です。
48,ＮＨ,３年,19-20,already,副詞,すでに、もう,[オールレディ],I have already finished lunch.,私はすでに昼食を終えました。
49,ＮＨ,３年,19-20,yet,副詞,[疑問文で]もう、[否定文で]まだ,[イェット],She hasn't arrived yet.,彼女はまだ到着していません。
50,ＮＨ,３年,21,accessory,名詞,付属品、アクセサリー,[アクセサリー],I bought a new accessory.,私は新しいアクセサリーを買いました。
51,ＮＨ,３年,21,impact,名詞,影響、衝撃,[インパクト],The movie had a big impact on me.,その映画は私に大きな影響を与えました。
52,ＮＨ,３年,21,recycle,動詞,（廃品）を再生利用する,[リサイクル],We should recycle more.,私たちはもっとリサイクルすべきです。
53,ＮＨ,３年,21,eco-friendly,副詞,環境にやさしい,[エコフレンドリー],Eco-friendly products are popular now.,エコフレンドリーな商品が今人気です。
54,ＮＨ,３年,21,since,副詞,…（して）以来,[シンス],"Since yesterday, it has rained.",昨日からずっと雨が降っています。
55,ＮＨ,３年,21,become,動詞,become の過去分詞,[ビカム],She wants to become a doctor.,彼女は医者になりたいと思っています。
56,ＮＨ,３年,21,How long …?,,どれくらい長く[長い],[ハウ ロング],How long will it take?,どのくらい時間がかかりますか？
57,ＮＨ,３年,22-23,company,名詞,会社,[カンパニー],I work at a small company.,私は小さな会社で働いています。
58,ＮＨ,３年,22-23,clothing,名詞,衣類、衣料品,[クロージング],She likes colorful clothing.,彼女はカラフルな服が好きです。
59,ＮＨ,３年,22-23,chemical,名詞,化学物質,[ケミカル],This chemical is dangerous.,この化学物質は危険です。
60,ＮＨ,３年,22-23,vegan,名詞,絶対菜食主義者,[ヴィーガン],He eats vegan meals.,彼はビーガンの食事をしています。
61,ＮＨ,３年,22-23,leather,名詞,革,[レザー],This bag is made of leather.,このバッグは革でできています。
62,ＮＨ,３年,22-23,wool,名詞,羊毛、毛糸,[ウール],The sweater is made of wool.,このセーターはウール製です。
63,ＮＨ,３年,22-23,fur,名詞,毛皮、毛皮製品,[ファー],This coat has real fur.,このコートは本物の毛皮です。
64,ＮＨ,３年,22-23,lead,名詞,（…に）通じる,[リード],Lead is a heavy metal.,鉛は重金属です。
65,ＮＨ,３年,22-23,include,動詞,…を含む、含める,[インクルード],The list includes my name.,リストには私の名前が含まれています。
66,ＮＨ,３年,22-23,avoid,動詞,…を避ける,[アヴォイド],Please avoid making noise.,騒音を避けてください。
67,ＮＨ,３年,22-23,less,形容詞,もっと少ない,[レス],I have less time today.,今日は時間が少ないです。
68,ＮＨ,３年,22-23,negative,形容詞,否定的な、よくない,[ネガティブ],She gave a negative answer.,彼女は否定的な返事をしました。
69,ＮＨ,３年,22-23,animal-free,,動物性原料を含んでいない,[アニマルフリー],I want to buy animal-free products.,私は動物由来でない製品を買いたいです。
70,ＮＨ,３年,22-23,morally,副詞,道徳上、道徳的に見て,[モラリー],It is morally wrong to lie.,嘘をつくことは道徳的に間違っています。
71,ＮＨ,３年,22-23,you've,,you have の短縮形,[ユーヴ],You've done a great job.,あなたは素晴らしい仕事をしました。
72,ＮＨ,３年,24-26,worker,名詞,働く人、労働者,[ワーカー],The worker is building a house.,その作業員は家を建てています。
73,ＮＨ,３年,24-26,condition,名詞,状況,[コンディション],The condition of the road is bad.,道路の状態は悪いです。
74,ＮＨ,３年,24-26,wage,名詞,賃金、給料,[ウェイジ],He gets a high wage.,彼は高い賃金をもらっています。
75,ＮＨ,３年,24-26,labor,名詞,労働,[レイバー],Labor unions protect workers' rights.,労働組合は労働者の権利を守ります。
76,ＮＨ,３年,24-26,prohibit,動詞,…を禁止する,[プロヒビット],Smoking is prohibited here.,ここでは喫煙が禁止されています。
77,ＮＨ,３年,24-26,developing,形容詞,発展途上の,[デヴェロッピング],This country is developing quickly.,この国は急速に発展しています。
78,ＮＨ,３年,24-26,working,,働く,[ワーキング],She is working hard every day.,彼女は毎日一生懸命働いています。
79,ＮＨ,３年,24-26,fair,形容詞,公平な、相当の,[フェア],We need a fair solution.,私たちは公正な解決策が必要です。
80,ＮＨ,３年,24-26,responsible,形容詞,（人が）責任がある,[レスポンシブル],You must be responsible for your actions.,あなたは自分の行動に責任を持たなければなりません。
81,ＮＨ,３年,24-26,moreover,副詞,なおそのうえに、さらに,[モアオーヴァー],"Moreover, the weather is getting worse.",さらに、天気が悪くなっています。
82,ＮＨ,３年,31-32,trouble,名詞,困難、面倒,[トラブル],He is in trouble with the police.,彼は警察にトラブルを抱えています。
83,ＮＨ,３年,31-32,danger,名詞,危険（性）,[デンジャー],There is danger in the forest.,森の中には危険があります。
84,ＮＨ,３年,31-32,extinction,名詞,絶滅,[エクスティンクション],Many animals face extinction.,多くの動物が絶滅に直面しています。
85,ＮＨ,３年,31-32,challenge,名詞,難問,[チャレンジ],Climbing a mountain is a challenge.,山に登ることは挑戦です。
86,ＮＨ,３年,31-32,survive,動詞,生き残る,[サヴァイブ],We need food and water to survive.,私たちは生き残るために食べ物と水が必要です。
87,ＮＨ,３年,31-32,human,形容詞,人間の、人間的な,[ヒューマン],A human can live over 100 years.,人間は100年以上生きることができます。
88,ＮＨ,３年,31-32,endangered,形容詞,絶滅の危機にさらされている,[エンデンジャード],Pandas are endangered animals.,パンダは絶滅危惧種です。
89,ＮＨ,３年,31-32,be in danger of,,…の危険がある,[ビー イン デンジャー オブ],The forest is in danger of disappearing.,森は消滅の危機にあります。
90,ＮＨ,３年,33,article,名詞,記事,[アーティクル],I read an article about climate change.,私は気候変動についての記事を読みました。
91,ＮＨ,３年,33,cheetah,名詞,チーター,[チーター],A cheetah runs very fast.,チーターはとても速く走ります。
92,ＮＨ,３年,33,sea otter,名詞,ラッコ,[シー オッター],A sea otter floats on its back.,ラッコは仰向けに浮かびます。
